Wavelength,Dual-GCaMP6f,Dual-tdTomato
990.355,1.50E-04,3.51E-06
991.079,0.000150698,4.30E-06
991.802,2.31E-05,7.08E-06
992.526,2.58E-05,1.14E-05
993.249,-3.46E-04,9.70E-06
993.972,-9.51E-05,1.17E-05
994.696,-3.47E-04,1.63E-05
995.419,0.000396058,2.23E-05
996.142,-8.78E-05,3.34E-05
996.865,-0.000220658,4.16E-05
997.588,2.52E-05,3.67E-05
998.31,2.73E-04,9.66E-05
999.033,1.54E-04,4.94E-05
999.756,-2.23E-04,-8.65E-05
1000.478,2.72E-04,-0.000107608
1001.201,0.000271542,2.73E-05
1001.923,0.000273265,8.43E-05
1002.645,3.40E-05,-0.000191532
1003.367,-0.000221295,6.56E-06
1004.09,0.00014916,1.20E-05
1004.812,0.000153871,0.000223567
1005.534,2.86E-05,9.71E-05
1006.255,2.72E-04,8.97E-05
1006.977,2.49E-05,8.47E-05
1007.699,3.08E-05,9.18E-05
1008.421,0.000149141,8.74E-05
1009.142,5.16E-04,0.00029087
1009.863,0.000148925,0.000224005
1010.585,0.000272276,8.72E-05
1011.306,2.61E-05,1.14E-05
1012.027,-0.000222823,-6.76E-05
1012.748,-0.000217495,8.25E-05
1013.47,0.000275596,2.38E-05
1014.19,-0.00034019,-0.000126871
1014.911,1.57E-04,2.11E-05
1015.632,-9.11E-05,8.05E-05
1016.353,0.000153107,-5.51E-05
1017.073,2.75E-04,1.90E-05
1017.794,2.40E-05,8.45E-05
1018.514,2.76E-04,1.03E-05
1019.235,4.04E-04,-6.10E-05
1019.955,0.000774407,7.62E-05
1020.675,-8.87E-05,-0.00027098
1021.395,2.68E-05,2.04E-05
1022.115,3.68E-05,8.79E-05
1022.835,2.89E-05,7.63E-05
1023.555,-9.64E-05,8.07E-05
1024.275,3.67E-05,8.40E-05
1024.995,0.000154997,0.000212737
1025.714,0.000156397,1.12E-05
1026.434,-9.05E-05,0.000154226
1027.153,3.39E-05,7.45E-05
1027.873,-9.16E-05,4.65E-06
1028.592,0.000155535,0.000143159
1029.311,0.000281423,7.51E-05
1030.03,2.88E-05,7.68E-05
1030.749,2.85E-05,0.000293122
1031.468,-4.58E-04,7.37E-05
1032.187,-9.34E-05,-6.36E-05
1032.906,-0.00020638,8.72E-06
1033.625,0.000276673,6.92E-06
1034.343,1.53E-04,1.50E-05
1035.062,-2.13E-04,7.19E-06
1035.78,-9.18E-05,0.000442385
1036.499,0.000280022,8.25E-05
1037.217,-9.11E-05,9.17E-05
1037.935,0.000397782,-6.01E-05
1038.653,-0.000212423,0.000233331
1039.371,-9.09E-05,-4.79E-05
1040.089,-3.35E-04,0.000299378
1040.807,0.000158816,-6.66E-05
1041.525,0.000407428,0.000505707
1042.243,0.000151902,0.000294318
1042.96,3.11E-05,-5.18E-05
1043.678,0.000647314,0.000222121
1044.395,0.00052315,8.15E-05
1045.113,-0.000335147,0.000217536
1045.83,1.64E-04,-0.000128909
1046.547,-8.37E-05,8.12E-05
1047.264,3.49E-05,9.18E-05
1047.981,-9.09E-05,8.73E-05
1048.698,0.000286966,0.000304568
1049.415,-0.000333502,0.000379182
1050.132,-0.000206038,8.36E-05
1050.848,3.21E-05,8.54E-05
1051.565,5.28E-04,0.000304295
1052.282,-8.09E-05,2.35E-05
1052.998,-0.000208946,2.00E-05
1053.714,3.58E-05,0.000300267
1054.431,0.000407448,-0.000119845
1055.147,3.90E-05,9.43E-05
1055.863,-0.000206664,1.51E-05
1056.579,-2.05E-04,-0.000113707
1057.295,0.00053403,0.000170151
1058.011,4.19E-05,0.000236708
1058.726,4.13E-04,0.000100004
1059.442,4.17E-05,0.000245132
1060.158,4.19E-05,-5.43E-05
1060.873,0.000408368,0.000319462
1061.589,4.27E-05,9.08E-05
1062.304,0.000285859,0.000308881
1063.019,3.68E-05,0.00031599
1063.734,4.70E-05,0.000176917
1064.45,0.000526392,4.32E-05
1065.165,4.57E-05,0.000271947
1065.879,0.000166298,-0.000174991
1066.594,-7.80E-05,0.000186361
1067.309,4.69E-05,0.000334345
1068.024,2.83E-04,3.61E-05
1068.738,1.72E-04,0.000114982
1069.453,-7.86E-05,0.000187356
1070.167,2.88E-04,5.61E-05
1070.882,4.00E-05,0.000258652
1071.596,-3.27E-04,-2.42E-05
1072.31,0.000166817,0.000128774
1073.024,-0.000325521,-9.40E-05
1073.738,-2.00E-04,4.85E-05
1074.452,0.000163526,0.000279341
1075.166,0.000662249,5.76E-05
1075.88,4.14E-05,-9.54E-05
1076.593,-7.86E-05,-8.79E-05
1077.307,5.34E-04,0.000190733
1078.02,-1.98E-04,-9.10E-05
1078.734,4.24E-05,7.19E-05
1079.447,-7.33E-05,-8.75E-05
1080.16,4.70E-05,-5.75E-05
1080.873,-0.000445954,7.13E-05
1081.587,-8.04E-05,0.000428154
1082.3,0.000171948,7.57E-05
1083.012,4.66E-05,6.99E-06
1083.725,0.000294173,-1.61E-06
1084.438,-1.95E-04,7.29E-05
1085.151,-7.65E-05,1.32E-05
1085.863,4.25E-04,0.000146204
1086.576,2.93E-04,0.000284792
1087.288,0.00041774,-0.000207161
1088,1.74E-04,0.000157093
1088.713,5.12E-05,-5.92E-05
1089.425,5.14E-05,0.0001563
1090.137,-6.44E-05,-0.000269713
1090.849,0.000421246,8.62E-05
1091.561,5.41E-05,0.000164357
1092.272,5.25E-05,0.000242751
1092.984,-7.35E-05,2.98E-05
1093.696,2.92E-04,-3.76E-05
1094.407,1.74E-04,-0.000117238
1095.119,1.81E-04,0.000247704
1095.83,-6.88E-05,0.000103737
1096.541,0.000539377,0.00023326
1097.253,0.000175268,-0.000161352
1097.964,5.64E-05,0.000241862
1098.675,5.39E-05,0.000117778
1099.386,4.16E-04,0.000398543
1100.097,-6.80E-05,0.000173552
1100.807,0.000178862,5.28E-05
1101.518,4.89E-05,0.000205651
1102.229,-6.57E-05,0.000193601
1102.939,0.000299843,0.000418426
1103.65,5.51E-05,0.000201753
1104.36,1.78E-04,0.000209834
1105.07,0.00017945,0.000211896
1105.781,-6.50E-05,6.80E-05
1106.491,-4.31E-04,0.000224859
1107.201,-5.93E-05,0.000359228
1107.911,6.16E-05,0.000359216
1108.62,1.86E-04,0.000222335
1109.33,1.90E-04,0.000210888
1110.04,6.13E-05,8.78E-05
1110.749,-5.44E-05,2.00E-05
1111.459,0.000190672,2.29E-05
1112.168,0.000194393,9.21E-05
1112.878,-5.27E-05,0.000238935
1113.587,0.000683822,0.000380912
1114.296,0.000566376,0.000168706
1115.005,2.00E-04,9.65E-05
1115.714,-1.66E-04,0.000323586
1116.423,7.06E-05,0.000108299
1117.132,3.26E-04,0.000322804
1117.841,3.29E-04,0.000248746
1118.549,8.50E-05,-3.17E-05
1119.258,-1.58E-04,0.000252491
1119.966,-0.000527851,0.000190532
1120.675,5.86E-04,0.000549916
1121.383,0.000223753,0.000127328
1122.091,-2.85E-05,0.00012817
1122.8,9.61E-05,0.000206907
1123.508,-0.000149866,7.60E-05
1124.216,3.47E-04,0.000282031
1124.923,0.000346781,0.000196646
1125.631,9.90E-05,0.000346241
1126.339,-1.91E-05,0.000280573
1127.047,0.000472472,0.000283524
1127.754,3.48E-04,0.000285479
1128.462,-2.74E-04,-9.02E-05
1129.169,9.67E-05,-0.000235824
